Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_cover_recalc
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,0,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,60,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,70,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,50,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,60,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,20,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,70,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,50,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,25,75,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,70,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,50,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,55,25,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,15,85,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,30,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,15,85,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,20,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,0,100,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,25,25,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,50,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,5,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,75,25,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,20,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,75,25,100,NA,NA,100
NA,NA,10-Jun-12,NA,1,0,5,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,10,0,100,0,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,15,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,60,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,60,0,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,10,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,0,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,10,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,0,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,0,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,50,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,0,100,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,30,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,50,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,20,75,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,50,45,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,30,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,80,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,5,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,80,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,85,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,30,20,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,70,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,25,50,25,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,30,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,25,55,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,70,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,0,100,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,75,20,5,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,5,95,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,0,100,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,80,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,90,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,100,0,100,NA,NA,100
NA,NA,10-Jun-12,NA,1,20,20,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,10,50,10,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,50,45,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,30,35,35,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,20,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,40,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,25,35,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,35,25,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,20,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,25,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,35,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,25,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,25,25,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,35,20,45,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,35,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,30,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,5,85,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,30,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,20,65,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,20,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,15,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,60,10,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,30,25,45,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,10,85,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,30,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,35,35,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,30,20,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,10,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,80,10,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,50,10,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,35,10,55,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,20,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,20,65,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,15,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,35,30,35,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,20,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,70,15,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,45,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,10,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,35,55,100,NA,NA,100
NA,NA,10-Jun-12,NA,1,5,15,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,10,40,10,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,60,15,25,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,60,10,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,30,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,15,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,20,65,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,15,35,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,60,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,40,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,70,20,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,15,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,60,35,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,75,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,60,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,30,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,50,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,50,45,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,60,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,60,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,45,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,70,15,15,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,20,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,60,30,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,80,10,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,5,90,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,55,35,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,20,20,60,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,10,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,10,10,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,100,0,0,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,45,5,50,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,100,0,0,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,15,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,100,0,0,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,0,30,70,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,15,80,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,40,20,40,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,30,65,100,NA,NA,100
NA,NA,10-Jun-12,NA,NA,5,15,80,100,NA,NA,100
NA,NA,NA,NA,1,0,0,100,100,NA,NA,100
NA,NA,NA,NA,10,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,75,25,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,65,35,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,65,35,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,1,0,0,100,100,NA,NA,100
NA,NA,NA,NA,10,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,85,15,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,55,45,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,65,35,100,NA,NA,100
NA,NA,NA,NA,NA,5,85,10,100,NA,NA,100
NA,NA,NA,NA,NA,10,40,50,100,NA,NA,100
NA,NA,NA,NA,NA,20,60,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,5,25,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,5,20,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,50,0,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,90,10,100,NA,NA,100
NA,NA,NA,NA,1,0,0,100,100,NA,NA,100
NA,NA,NA,NA,10,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,1,0,25,75,100,NA,NA,100
NA,NA,NA,NA,10,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,5,30,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,90,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,90,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,90,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,70,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,1,0,35,65,100,NA,NA,100
NA,NA,NA,NA,10,35,35,30,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,20,20,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,10,40,50,100,NA,NA,100
NA,NA,NA,NA,NA,5,30,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,5,10,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,5,40,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,5,30,65,100,NA,NA,100
NA,NA,NA,NA,NA,10,30,60,100,NA,NA,100
NA,NA,NA,NA,NA,20,60,20,100,NA,NA,100
NA,NA,NA,NA,NA,5,50,45,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,5,35,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,90,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,1,0,5,95,100,NA,NA,100
NA,NA,NA,NA,10,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,5,50,45,100,NA,NA,100
NA,NA,NA,NA,NA,5,15,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,5,45,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,45,55,100,NA,NA,100
NA,NA,NA,NA,NA,0,65,35,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,80,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,55,45,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,75,5,20,100,NA,NA,100
NA,NA,NA,NA,NA,35,0,65,100,NA,NA,100
NA,NA,NA,NA,NA,60,20,20,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,1,0,10,90,100,NA,NA,100
NA,NA,NA,NA,10,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,10,10,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,80,10,10,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
